input,lon,lat,status,distance_to_nature_m
"Salomons Brink 2, 5683 Haarby",10.11744126,55.2144973,success,25148.845672422765
"Mølletoften 4, 6630 Rødding",9.1515794,55.42045602,success,10198.24876998073
"Dalby Alle 16, 9230 Svenstrup J",9.88275918,56.98971972,success,3954.674709019112
"Brogårdsvej 43, 6880 Tarm",8.49782709,55.90533547,success,13673.097698030999
"Margretheholmsvej 70, 3. tv, 1432 København K",12.61554821,55.6864719,success,8272.661698963113
"Byhøjdalen 61, 8380 Trige",10.16107114,56.25568265,success,60371.0771376109
"Vindelevgård 99, 7830 Vinderup",8.78906867,56.47534612,success,7349.6168101792355
"Rødslet 63A, 9430 Vadum",9.85847359,57.12125653,success,8157.581428023509
"Nis Petersens Gård 6, 2. th, 7400 Herning",8.97367644,56.13794862,success,23462.28126457373
"Milanovej 4, 2. th, 2300 København S",12.62327333,55.66113838,success,10876.24900945555
"Gørlev Landevej 16, 4270 Høng",11.26231999,55.50520767,success,44916.545559560545
"Drosselvang 1, 3450 Allerød",12.3594869,55.88349894,success,12220.717700642694
"Haverslevvej 77, 9520 Skørping",9.7498025,56.8200308,success,4037.2734811760242
"Fanøvej 4, 4800 Nykøbing F",11.88699339,54.75344214,success,73232.13494462491
"Langkær Vænge 39, 3500 Værløse",12.37920139,55.78863311,success,2894.7291042360707
"Rengegade 14B, 4660 Store Heddinge",12.38910604,55.30772464,success,37308.526405257224
"Digestien 157L, 4970 Rødby",11.32902063,54.66804104,success,41966.75128797212
"Rødtjørnvej 41, 8471 Sabro",10.04170182,56.2081571,success,60419.58626953331
"Kantorvænget 9, 2. 199, 8240 Risskov",10.205438,56.19972845,success,66951.99232907404
"Willy Brandts Vej 1, st. tv, 2450 København SV",12.56253744,55.65728776,success,9910.218732461984
"Uglevej 13, st. th, 2400 København NV",12.5258658,55.70394367,success,4578.768612374776
"Slugten 14, 9800 Hjørring",9.9789095,57.45184179,success,41255.950961191054
"Falkevej 4, 9480 Løkken",9.72328813,57.38163414,success,36693.9757856699
"Nørregade 3, 1, 9850 Hirtshals",9.95684766,57.59045067,success,56694.875612543714
"Strandby Plads 1, 1. th, 6700 Esbjerg",8.43661831,55.47365826,success,42838.64075824331
"Uglesti 7, 4305 Orø",11.82822594,55.79409232,success,25212.979508177992
"Ribevej 3, 7171 Uldum",9.57263731,55.83108533,success,55238.81377310467
"Græsholmvænget 12, st, 5610 Assens",9.89976118,55.2790206,success,22544.504875229606
"Ligustervej 8, 8600 Silkeborg",9.47853445,56.15120179,success,43121.26570960718
"Parkvej 33, st, 7400 Herning",8.99171514,56.13617352,success,24037.05697088189
"Haslundparken 94, 9310 Vodskov",10.13247739,57.07199874,success,9679.74984987411
"Rønhøjs Ager 14, 8300 Odder",10.1214616,55.97624311,success,59459.42218059459
"Kildehaven 78, 8520 Lystrup",10.22708388,56.23353434,success,64894.96876209989
"Nimbusparken 7, 2. 1, 2000 Frederiksberg",12.51520491,55.68033,success,6121.4111689819165
"Højtoftevej 9, 7100 Vejle",9.57703861,55.79746895,success,52178.779086359275
"Humlebæk Strandvej 94, 3050 Humlebæk",12.53048928,55.9576629,success,16802.568195937823
"Søbakkevej 4, 2. 2, 2640 Hedehusene",12.20735792,55.64423282,success,1252.426277535974
"Fyrrelunden 33, 6840 Oksbøl",8.31092997,55.67104461,success,20013.938005311673
"Himmelev Sognevej 79, 4000 Roskilde",12.10233882,55.65788371,success,4129.146034328549
"Mågevænget 38, 6893 Hemmet",8.26988904,55.83799141,success,2320.0896152344185
"Poppel Alle 18, 2840 Holte",12.47834129,55.8155363,success,2274.987163199879
"Arkonagade 15, 4. tv, 1726 København V",12.55323396,55.66529434,success,8936.9933734515
"Vangeled 6, 3300 Frederiksværk",12.04212162,56.01033059,success,11866.367346561623
"Præstefælledvej 45, 2770 Kastrup",12.60094372,55.6217747,success,14333.839421967874
"Lathyrusvej 13, 8400 Ebeltoft",10.68141643,56.18778744,success,88978.29595688637
"Langdyssegårdsvej 31, 3500 Værløse",12.32048829,55.76235765,success,5441.462971209419
"Grønhøjgade 30, 6600 Vejen",9.13989517,55.46909096,success,15393.76686978634
"Mejlholmgade 83, 5000 Odense C",10.38934059,55.41863695,success,13267.188594561048
"Nordre Jernbanevej 22, 1, 3400 Hillerød",12.30990222,55.92899288,success,7611.5698860190805
"Lendumvej 75, 9900 Frederikshavn",10.4039383,57.43760173,success,47407.897090070175
"Holdgårdsvej 27, 7260 Sønder Omme",8.90132118,55.83573287,success,37593.04964269759
"Banegårdsvej 31, 1, 8660 Skanderborg",9.92742915,56.03956922,success,67582.7663836634
"Brombærhaven 6, 4070 Kirke Hyllinge",11.90021831,55.69930939,success,16930.690403706933
"Hvedevej 4, 4671 Strøby",12.28448375,55.38181859,success,27318.01445921791
"Pileurten 7, 5450 Otterup",10.38713062,55.52276948,success,19193.985116254506
"Plantagevej 7, 4652 Hårlev",12.22456291,55.35183318,success,29822.389148689286
"Flintevænget 19, 2640 Hedehusene",12.19144684,55.64555898,success,359.16165456797665
"Hersomsvej 8, 9610 Nørager",9.63428833,56.7104841,success,7417.648582193117
"Edithsvej 12, 8220 Brabrand",10.13969379,56.15445908,success,68707.48579639543
"Ved Andebakken 8, 4. tv, 2000 Frederiksberg",12.52854628,55.67950713,success,6822.370177517706
"Vinkelvej 25, 7130 Juelsminde",10.05163703,55.81861225,success,42126.749598668444
"Piavænget 17, 5270 Odense N",10.35881254,55.4211695,success,15186.844650721261
"Skolegade 24, 8881 Thorsø",9.78976372,56.30549128,success,43776.3785053447
"Kolby Hovedgade 35A, 8305 Samsø",10.55628303,55.79724175,success,46561.042033280995
"Skolevej 1, st, 4050 Skibby",11.95693464,55.74803483,success,15645.66493831447
"Nærum Hovedgade 17, st. tv, 2850 Nærum",12.53144523,55.81867434,success,1625.3472198424583
"Teglgårdsvej 629, 2. th, 3050 Humlebæk",12.52488282,55.95708915,success,16769.83218662174
"Magnoliavej 15, 8260 Viby J",10.18892953,56.1346675,success,72226.84597209524
"Bakkevænget 5, 8410 Rønde",10.58513709,56.28714255,success,76871.65117937332
"Drosselvej 5, 3000 Helsingør",12.57396162,56.04098781,success,22347.31405129479
"Nellikevej 10, 3390 Hundested",11.88230901,55.94792579,success,21508.55893305186
"Nykøbingvej 39, 4850 Stubbekøbing",12.03599069,54.88507916,success,81903.09479316964
"Hagenstrupvej 42, 8860 Ulstrup",9.74361987,56.38151899,success,34855.751757996426
"Knudshoved 24, 9370 Hals",10.34141813,57.02887586,success,23054.123088965367
"Meldgårdvej 34, 7500 Holstebro",8.63417879,56.3740819,success,7408.137375635675
"Vesterå 7, 1. th, 9000 Aalborg",9.91796916,57.05012528,success,4312.399992838482
"Alleen 20, 4736 Karrebæksminde",11.64861711,55.17797189,success,58830.79299822296
"Egerupvej 10, 4100 Ringsted",11.73024151,55.44789296,success,33272.11101961489
"Lille Færgestræde 7, 4220 Korsør",11.13320441,55.33814058,success,34879.17349360469
"Peder Skrams Gade 1, 1. tv, 9000 Aalborg",9.9035685,57.05537378,success,4613.413678018903
"Hybenvej 16, 4700 Næstved",11.73769205,55.23790945,success,50146.978508492175
"Fittingvej 6, 6623 Vorbasse",9.09894138,55.62451737,success,32594.109728879415
"Gerdasvej 20, 9670 Løgstør",9.21319936,56.84523936,success,27406.010258058734
"Bentzonsvej 50B, 4. th, 2000 Frederiksberg",12.53033867,55.68665964,success,6457.2957720513705
"Klokkerhaven 2B, 2. th, 2750 Ballerup",12.35954728,55.73549099,success,2854.8654755484595
"Valby Langgade 213B, st. tv, 2500 Valby",12.48883577,55.67043037,success,5956.2465094477675
"Horsensvej 14, 1. th, 3000 Helsingør",12.59270469,56.02201557,success,23591.68596138969
"Sigurd Rings Vej 40, 5200 Odense V",10.33774003,55.39682848,success,14740.941103545347
"Lanternevej 20, 3630 Jægerspris",11.90677534,55.92998477,success,20422.883484586062
"Hvedevænget 11, 4270 Høng",11.27924993,55.50930731,success,46074.696172704855
"Assensvej 224D, 5642 Millinge",10.21383003,55.12949558,success,35177.102475327825
"Tvedvangen 165, 2730 Herlev",12.42139633,55.73262565,success,942.6390271111286
"Stadionvej 6, 6880 Tarm",8.59448225,55.87366258,success,18499.947883286546
"Skipperlodden 4, 4736 Karrebæksminde",11.65058316,55.18132385,success,58450.60389424903
"Sønderstrandsvej 9, 4400 Kalundborg",11.10818763,55.65014221,success,44594.26455975724
"Læssøegade 186. 1, 5230 Odense M",10.38344061,55.37473502,success,12874.212244285603
"Mellemgaden 11, 6720 Fanø",8.40481795,55.4470504,success,45415.296824638994
"Nicoline Kochs Plads 11, 6. 2, 8000 Aarhus C",10.22250191,56.16440976,success,70722.4129744735
"Havmøllevej 7, 8400 Ebeltoft",10.77180211,56.24803084,success,87626.21509613554
"Nitivej 20, 5. tv, 2000 Frederiksberg",12.53498887,55.69099669,success,5992.963972155587
"Nørreled 46, 6000 Kolding",9.45846575,55.52206904,success,30515.369704908368
"Lyngvejen 55, 6950 Ringkøbing",8.11631622,56.09274968,success,29092.859592656732
"Vinderuphøjvej 9, 4171 Glumsø",11.73903965,55.36750983,success,38683.99677750972
"Lindevej 17, 4850 Stubbekøbing",12.03676655,54.8879318,success,81627.70431854755
"Humlebækvej 33, 3480 Fredensborg",12.4591864,55.96760658,success,14774.12658908373
"Frederikslundsvej 3A, 2840 Holte",12.46625847,55.81292145,success,2567.0785825864536
"Carl Blochs Gade 59, st. mf, 8000 Aarhus C",10.1924679,56.15374437,success,70596.5780102762
"Ulstrup Vænge 21, 4400 Kalundborg",10.96836777,55.73380561,success,46186.578977458914
"Skovbrynet 37, 4400 Kalundborg",11.0831712,55.68913128,success,46549.188306664415
"Vejlebrovej 97, 2. 61, 2635 Ishøj",12.36651897,55.6189293,success,9764.30503213347
"Skovstjernevej 63, 7620 Lemvig",8.2789762,56.57712318,success,7446.212173277387
"Enghaven 28, 8370 Hadsten",10.05023526,56.34779576,success,48114.1286415321
"Herslev Kirkevej 55, 7000 Fredericia",9.58662097,55.58376669,success,36942.206225467795
"Jegstrupvej 114, 8361 Hasselager",10.10881981,56.09335618,success,72497.04635675874
"Søvang Alle 25, 1. tv, 2770 Kastrup",12.64607344,55.63848256,success,13778.537365901693
"Møllevangen 28, 6800 Varde",8.46606213,55.63250519,success,26415.145776983496
"Snerlevej 3, st. th, 9000 Aalborg",9.90637793,57.0339307,success,6144.8039132751
"Hejrevænget 10, 6893 Hemmet",8.27363767,55.83433064,success,2429.7193323960764
"Krogen 7, 8560 Kolind",10.67279021,56.33639971,success,76237.18812890348
"Brunsegyden 16, 5690 Tommerup",10.23126891,55.34295697,success,13101.458017155946
"Sankelmarksvej 10, 8600 Silkeborg",9.52175518,56.17419864,success,43237.26761545384
"Hessensgade 25, 3. th, 2300 København S",12.61612017,55.66480242,success,10296.097768707099
"Aastrup Alle 101, 6100 Haderslev",9.56070209,55.27500863,success,29205.637400377673
"Solsortevej 44, 7760 Hurup Thy",8.39629465,56.67329624,success,12366.709281080997
"Frimestervej 3, st. th, 2400 København NV",12.53660006,55.7065876,success,4259.570758367622
"Nordostvej 11, 9300 Sæby",10.49561574,57.21428596,success,34881.64367625297
"Revlingbjerg 3, 6400 Sønderborg",9.80015058,54.92038719,success,25180.477306488174
"Toksværd Bygade 57, 4684 Holmegaard",11.88376896,55.24907994,success,44691.298189436064
"Genvej 6, 6950 Ringkøbing",8.11596951,56.08516511,success,28326.925958213218
"Puglundvej 23, 6800 Varde",8.75327357,55.63693949,success,37041.08659348521
"Mejerivej 34A, 4700 Næstved",11.77627779,55.25159968,success,47561.54481604812
"Nis Petersens Vej 21, 7500 Holstebro",8.63076815,56.34918593,success,9856.564784802615
"Tranegårdsvej 9B, 2900 Hellerup",12.57095931,55.73989541,success,2373.553587663121
"Sverrigsvej 3, 4550 Asnæs",11.4988846,55.84405524,success,46040.12927809661
"Præstevænget 10, 6500 Vojens",9.30633876,55.24598626,success,15609.55987407319
"Søndergade 43, 6520 Toftlund",9.06579297,55.18779177,success,16231.40822295443
"Glatved Strandvej 39, 8444 Balle",10.86743046,56.31059545,success,86851.44942262268
"Skovløkken 14, 5580 Nørre Aaby",9.83717488,55.40612909,success,17959.487980657992
"Drost Hessels Vej 6, 8800 Viborg",9.41935383,56.46106109,success,24564.705649675558
"Obstrupengen 16, 8320 Mårslet",10.14455679,56.08351447,success,71417.37964983992
"Balevej 9, 8544 Mørke",10.39488072,56.32475692,success,65618.56499203281
"Store Torvegade 131. 4, 3700 Rønne",14.70325879,55.11043272,success,154057.10263111157
"H.C. Lumbyes Vej 83, 5270 Odense N",10.37484615,55.4624728,success,16344.159742886226
"Rise Bygade 20, 6230 Rødekro",9.33417372,55.05842055,success,12552.70743268463
"Jernbanegade 12, 2, 6933 Kibæk",8.85272004,56.03281787,success,33859.08214218972
"Biltris Gade 23, 4070 Kirke Hyllinge",11.93183003,55.72409268,success,15801.152967021939
"Isfuglen 9, 8940 Randers SV",10.01679456,56.44763817,success,38810.86053276228
