input,lon,lat,status
"Holdgårdsvej 27, 7260 Sønder Omme",8.90132118,55.83573287,success
"Banegårdsvej 31, 1, 8660 Skanderborg",9.92742915,56.03956922,success
"Brombærhaven 6, 4070 Kirke Hyllinge",11.90021831,55.69930939,success
"Hvedevej 4, 4671 Strøby",12.28448375,55.38181859,success
"Pileurten 7, 5450 Otterup",10.38713062,55.52276948,success
"Plantagevej 7, 4652 Hårlev",12.22456291,55.35183318,success
"Flintevænget 19, 2640 Hedehusene",12.19144684,55.64555898,success
"Hersomsvej 8, 9610 Nørager",9.63428833,56.7104841,success
"Edithsvej 12, 8220 Brabrand",10.13969379,56.15445908,success
"Ved Andebakken 8, 4. tv, 2000 Frederiksberg",12.52854628,55.67950713,success
"Vinkelvej 25, 7130 Juelsminde",10.05163703,55.81861225,success
"Piavænget 17, 5270 Odense N",10.35881254,55.4211695,success
"Skolegade 24, 8881 Thorsø",9.78976372,56.30549128,success
"Kolby Hovedgade 35A, 8305 Samsø",10.55628303,55.79724175,success
"Skolevej 1, st, 4050 Skibby",11.95693464,55.74803483,success
"Nærum Hovedgade 17, st. tv, 2850 Nærum",12.53144523,55.81867434,success
"Teglgårdsvej 629, 2. th, 3050 Humlebæk",12.52488282,55.95708915,success
"Magnoliavej 15, 8260 Viby J",10.18892953,56.1346675,success
"Bakkevænget 5, 8410 Rønde",10.58513709,56.28714255,success
"Drosselvej 5, 3000 Helsingør",12.57396162,56.04098781,success
"Nellikevej 10, 3390 Hundested",11.88230901,55.94792579,success
"Nykøbingvej 39, 4850 Stubbekøbing",12.03599069,54.88507916,success
"Krekærlunds AllÃ© 28, 8340 Malling",,,not_found
"Hagenstrupvej 42, 8860 Ulstrup",9.74361987,56.38151899,success
"Knudshoved 24, 9370 Hals",10.34141813,57.02887586,success
"Meldgårdvej 34, 7500 Holstebro",8.63417879,56.3740819,success
"Vesterå 7, 1. th, 9000 Aalborg",9.91796916,57.05012528,success
"Alleen 20, 4736 Karrebæksminde",11.64861711,55.17797189,success
"Ãhusene 11, 4. 5, 8000 Aarhus C",,,not_found
"Egerupvej 10, 4100 Ringsted",11.73024151,55.44789296,success
"Lille Færgestræde 7, 4220 Korsør",11.13320441,55.33814058,success
"Tousvej 4A, 8230 Ãbyhøj",,,not_found
"Bresemanns AllÃ© 16, 4900 Nakskov",,,not_found
"Peder Skrams Gade 1, 1. tv, 9000 Aalborg",9.9035685,57.05537378,success
"Hybenvej 16, 4700 Næstved",11.73769205,55.23790945,success
"Haraldsgade 85, 1, 2100 København A",,,not_found
"Fittingvej 6, 6623 Vorbasse",9.09894138,55.62451737,success
"Gerdasvej 20, 9670 Løgstør",9.21319936,56.84523936,success
"Bentzonsvej 50B, 4. th, 2000 Frederiksberg",12.53033867,55.68665964,success
"Klokkerhaven 2B, 2. th, 2750 Ballerup",12.35954728,55.73549099,success
"Valby Langgade 213B, st. tv, 2500 Valby",12.48883577,55.67043037,success
"Horsensvej 14, 1. th, 3000 Helsingør",12.59270469,56.02201557,success
"Drejøgade 26B, 1. 102, 2100 København A",,,not_found
"Sigurd Rings Vej 40, 5200 Odense V",10.33774003,55.39682848,success
"Lanternevej 20, 3630 Jægerspris",11.90677534,55.92998477,success
"Fyrrevænget 18, 6818 Ãrre",,,not_found
"Astervej 5, 4760 Vordingborg",,,not_found
"Hvedevænget 11, 4270 Høng",11.27924993,55.50930731,success
"Assensvej 224D, 5642 Millinge",10.21383003,55.12949558,success
"Tvedvangen 165, 2730 Herlev",12.42139633,55.73262565,success
"Stadionvej 6, 6880 Tarm",8.59448225,55.87366258,success
"Astre Parkvej 92, 4100 Ringsted",,,not_found
"Skipperlodden 4, 4736 Karrebæksminde",11.65058316,55.18132385,success
"Sønderstrandsvej 9, 4400 Kalundborg",11.10818763,55.65014221,success
"Læssøegade 186. 1, 5230 Odense M",10.38344061,55.37473502,success
"Mellemgaden 11, 6720 Fanø",8.40481795,55.4470504,success
"Nicoline Kochs Plads 11, 6. 2, 8000 Aarhus C",10.22250191,56.16440976,success
"Havmøllevej 7, 8400 Ebeltoft",10.77180211,56.24803084,success
"Nitivej 20, 5. tv, 2000 Frederiksberg",12.53498887,55.69099669,success
"Nørreled 46, 6000 Kolding",9.45846575,55.52206904,success
"Lyngvejen 55, 6950 Ringkøbing",8.11631622,56.09274968,success
"Vinderuphøjvej 9, 4171 Glumsø",11.73903965,55.36750983,success
"Lindevej 17, 4850 Stubbekøbing",12.03676655,54.8879318,success
"Humlebækvej 33, 3480 Fredensborg",12.4591864,55.96760658,success
"Frederikslundsvej 3A, 2840 Holte",12.46625847,55.81292145,success
"Carl Blochs Gade 59, st. mf, 8000 Aarhus C",10.1924679,56.15374437,success
"Ulstrup Vænge 21, 4400 Kalundborg",10.96836777,55.73380561,success
"Skovbrynet 37, 4400 Kalundborg",11.0831712,55.68913128,success
"Vejlebrovej 97, 2. 61, 2635 Ishøj",12.36651897,55.6189293,success
"Skovstjernevej 63, 7620 Lemvig",8.2789762,56.57712318,success
"Enghaven 28, 8370 Hadsten",10.05023526,56.34779576,success
"Herslev Kirkevej 55, 7000 Fredericia",9.58662097,55.58376669,success
"Jegstrupvej 114, 8361 Hasselager",10.10881981,56.09335618,success
"Søvang Alle 25, 1. tv, 2770 Kastrup",12.64607344,55.63848256,success
"P.P. Arums Gade 12, 2. th, 8000 Aarhus C",,,not_found
"Møllevangen 28, 6800 Varde",8.46606213,55.63250519,success
"Snerlevej 3, st. th, 9000 Aalborg",9.90637793,57.0339307,success
"Hejrevænget 10, 6893 Hemmet",8.27363767,55.83433064,success
"Krogen 7, 8560 Kolind",10.67279021,56.33639971,success
"Brunsegyden 16, 5690 Tommerup",10.23126891,55.34295697,success
"Sankelmarksvej 10, 8600 Silkeborg",9.52175518,56.17419864,success
"Hessensgade 25, 3. th, 2300 København S",12.61612017,55.66480242,success
"Aastrup Alle 101, 6100 Haderslev",9.56070209,55.27500863,success
"Solsortevej 44, 7760 Hurup Thy",8.39629465,56.67329624,success
"Frimestervej 3, st. th, 2400 København NV",12.53660006,55.7065876,success
"Nordostvej 11, 9300 Sæby",10.49561574,57.21428596,success
"Revlingbjerg 3, 6400 Sønderborg",9.80015058,54.92038719,success
"Toksværd Bygade 57, 4684 Holmegaard",11.88376896,55.24907994,success
"Genvej 6, 6950 Ringkøbing",8.11596951,56.08516511,success
"Puglundvej 23, 6800 Varde",8.75327357,55.63693949,success
"Mejerivej 34A, 4700 Næstved",11.77627779,55.25159968,success
"Boesensgade 11, st, 5800 Nyborg",,,not_found
"Nis Petersens Vej 21, 7500 Holstebro",8.63076815,56.34918593,success
"Tranegårdsvej 9B, 2900 Hellerup",12.57095931,55.73989541,success
"Sverrigsvej 3, 4550 Asnæs",11.4988846,55.84405524,success
"Præstevænget 10, 6500 Vojens",9.30633876,55.24598626,success
"Søndergade 43, 6520 Toftlund",9.06579297,55.18779177,success
"Glatved Strandvej 39, 8444 Balle",10.86743046,56.31059545,success
"Skovløkken 14, 5580 Nørre Aaby",9.83717488,55.40612909,success
"Drost Hessels Vej 6, 8800 Viborg",9.41935383,56.46106109,success
"Obstrupengen 16, 8320 Mårslet",10.14455679,56.08351447,success
"Balevej 9, 8544 Mørke",10.39488072,56.32475692,success
"Store Torvegade 131. 4, 3700 Rønne",14.70325879,55.11043272,success
"H.C. Lumbyes Vej 83, 5270 Odense N",10.37484615,55.4624728,success
"Rise Bygade 20, 6230 Rødekro",9.33417372,55.05842055,success
"Jernbanegade 12, 2, 6933 Kibæk",8.85272004,56.03281787,success
"Biltris Gade 23, 4070 Kirke Hyllinge",11.93183003,55.72409268,success
"Isfuglen 9, 8940 Randers SV",10.01679456,56.44763817,success
